otalgia,Pain in the ear; earache.
otalgic,Of or pertaining to otalgia. -- n.  A remedy for otalgia.
otalgy,Pain in the ear; otalgia.
otary,Any eared seal.
otheoscope,An instrument for exhibiting the repulsive action produced by light or heat in an exhausted vessel; a modification of the radoimeter. W. Crookes.
other,"Either; -- used with other or or for its correlative (as either . . . or are now used). [Obs.] Other of chalk, other of glass. Chaucer.  1. Different from that which, or the one who, has been specified; not the same; not identical; additional; second of two. Each of them made other for to win. Chaucer. Whosoever shall smite thee on thy right cheek, turn to him the other also. Matt. v. 39. 2. Not this, but the contrary; opposite; as, the other side of a river. 3. Alternate; second; -- used esp. in connection with every; as, every other day, that is, each alternate day, every second day. 4. Left, as opposed to right. [Obs.] A distaff in her other hand she had. Spenser. Note: Other is a correlative adjective, or adjective pronoun, often in contrast with one, some, that, this, etc. The one shall be taken, and the other left. Matt. xxiv. 4 And some fell among thorns . . . but other fell into good ground. Matt. xiii. 7, 8. It is also used, by ellipsis, with a noun, expressed or understood. To write this, or to design the other. Dryden. It is written with the indefinite article as one word, another; is used with each, indicating a reciprocal action or relation; and is employed absolutely, or eliptically for other thing, or other person, in which case it may have a plural. The fool and the brutish person perish, and leave their wealth to others. Ps. xlix. 10. If he is trimming, others are true. Thackeray. Other is sometimes followed by but, beside, or besides; but oftener by than. No other but such a one as he. Coleridge. Other lords beside thee have had dominion over us. Is. xxvi. 13. For other foundation can no man lay than that is laid. 1 Cor. iii. 11. The whole seven years of . . . ignominy had been little other than a preparation for this very hour. Hawthorne. Other some, some others. [Obs. or Prov. Eng.] -- The other day, at a certain time past, not distant, but indefinite; not long ago; recently; rarely, the third day past. Bind my hair up: as't was yesterday No, nor t' other day. B. Jonson.  Otherwise. ""It shall none other be."" Chaucer. ""If you think other."" Shak."
othergates,In another manner. [Obs.] He would have tickled you othergates. Shak.
otherguess,"Of another kind or sort; in another way. ""Otherguess arguments."" Berkeley."
otherguise,"Of another kind or sort; in another way. ""Otherguess arguments."" Berkeley."
otherness,The quality or state of being other or different; alterity; oppositeness.
otherways,See Otherwise. Tyndale.
otherwhere,"In or to some other place, or places; elsewhere. Milton. Tennyson."
otherwhile,"At another time, or other times; sometimes; [Archaic] Weighing otherwhiles ten pounds and more. Holland."
otherwhiles,"At another time, or other times; sometimes; [Archaic] Weighing otherwhiles ten pounds and more. Holland."
otherwise,"1. In a different manner; in another way, or in other ways; differently; contrarily. Chaucer. Thy father was a worthy prince, And merited, alas! a better fate; But Heaven thought otherwise. Addison. 2. In other respects. It is said, truly, that the best men otherwise are not always the best in regard of society. Hooker. 3. In different circumstances; under other conditions; as, I am engaged, otherwise I would accept. Note: Otherwise, like so and thus, may be used as a substitute for the opposite of a previous adjective, noun, etc. Let no man think me a fool; if otherwise, yet as a fool receive me. 2 Cor. xi. 16. Her eyebrows . . . rather full than otherwise. Fielding."
othman,See Ottoman.
otic,"Of, pertaining to, or in the region of, the ear; auricular; auditory."
otiose,"Being at leisure or ease; unemployed; indolent; idle. ""Otiose assent."" Paley. The true keeping of the Sabbath was not that otiose and unAlford."
otiosity,Leisure; indolence; idleness; ease. [R.] Thackeray.
otis,A genus of birds including the bustards.
otitis,Inflammation of the ear.
oto-,"A combining form denoting relation to, or situation near or in, the ear."
otoba fat,"A colorless buttery substance obtained from the fruit of Myristica otoba, a species of nutmeg tree."
otoconite,(a) A mass of otoliths. (b) An otolith.
otocrane,The cavity in the skull in which the parts of the internal ear are lodged.
otocranial,Of or pertaining to the otocrane.
otocyst,"An auditory cyst or vesicle; one of the simple auditory organs of many invertebrates, containing a fluid and otoliths; also, the embryonic vesicle from which the parts of the internal ear of vertebrates are developed."
otography,A description of the ear.
otolite,"One of the small bones or particles of calcareous or other hard substance in the internal ear of vertebrates, and in the auditory organs of many invertebrates; an ear stone. Collectively, the otoliths are called ear sand and otoconite."
otolith,"One of the small bones or particles of calcareous or other hard substance in the internal ear of vertebrates, and in the auditory organs of many invertebrates; an ear stone. Collectively, the otoliths are called ear sand and otoconite."
otolithic,Of or pertaining to otoliths.
otolitic,Of or pertaining to otoliths.
otological,Of or pertaining tootology.
otologist,One skilled in otology; an aurist.
otology,The branch of science which treats of the ear and its diseases.
otopathy,A diseased condition of the ear.
otorrhea,"A flow or running from the ear, esp. a purulent discharge."
otorrhoea,"A flow or running from the ear, esp. a purulent discharge."
otoscope,An instrument for examining the condition of the ear.
otoscopeic,Of or pertaining to the otoscope or to otoscopy.
otoscopy,The examination of the ear; the art of using the otoscope.
otosteal,An auditory ossicle. R. Owen.
otozoum,"An extinct genus of huge vertebrates, probably dinosaurs, known only from four-toed tracks in Triassic sandstones."
ottar,See Attar.
ottava rima,"A stanza of eight lines of heroic verse, with three rhymes, the first six lines rhyming alternately and the last two forming a couplet. It was used by Byron in ""Don Juan,"" by Keats in ""Isabella,"" by Shelley in ""The Witch of Atlas,"" etc."
ottawas,"A tribe of Indians who, when first known, lived on the Ottawa River. Most of them subsequently migrated to the southwestern shore of Lake Superior."
otter,"1. (ZoÃ¶l.)  Any carnivorous animal of the genus Lutra, and related genera. Several species are described. They have large, flattish heads, short ears, and webbed toes. They are aquatic, and feed on fish. Their fur is soft and valuable. The common otter of Europe is Lutra vulgaris; the American otter is L. Canadensis; other species inhabit South America and Asia. 2. (ZoÃ¶l.)  The larva of the ghost moth. It is very injurious to hop vines. Otter hound, Otter dog (ZoÃ¶l.), a small breed of hounds, used in England for hunting otters. -- Otter sheep. See Ancon sheep, under Ancon. -- Otter shell (ZoÃ¶l.), very large bivalve mollusk (SchizothÃ¦rus Nuttallii) found on the northwest coast of America. It is excellent food, and is extensively used by the Indians. -- Sea otter. (ZoÃ¶l.) See in the Vocabulary.  A corruption of Annotto."
otto,See Attar.
otto cycle,"A four-stroke cycle for internal-combustion engines consisting of the following operations: First stroke, suction into cylinder of explosive charge, as of gas and air; second stroke, compression, ignition, and explosion of this charge; third stroke (the working stroke), expansion of the gases; fourth stroke, expulsion of the products of combustion from the cylinder. This is the cycle invented by Beau de Rochas in 1862 and applied by Dr. Otto in 1877 in the Otto-Crossley gas engine, the first commercially successful internal- combustion engine made."
otto engine,An engine using the Otto cycle.
ottoman,"Of or pertaining to the Turks; as, the Ottoman power or empire.  1. A Turk. 2. Etym: [F. ottomane, from ottoman Turkish.]  A stuffed seat without a back, originally used in Turkey."
ottomite,An Ottoman. [R.] Shak.
ottrelite,A micaceous mineral occurring in small scales. It is characteristic of certain crystalline schists.
ouakari,"Any South American monkey of the genus Brachyurus, especially B. ouakari."
ouananiche,"A small landlocked variety of the Atlantic salmon (Salmo salar ounaniche) of Lake St. John, Canada, and neighboring waters, noted for its vigor and activity, and habit of leaping from the water when hooked."
ouanderoo,The wanderoo.
ouarine,A Brazilian monkey of the genus Mycetes.
oubliette,"A dungeon with an opening only at the top, found in some old castles and other strongholds, into which persons condemned to perpetual imprisonment, or to perish secretly, were thrust, or lured to fall. Sudden in the sun An oubliette winks. Where is he Gone. Mrs. Browning."
ouch,"A socket or bezel holding a precious stone; hence, a jewel or ornament worn on the person. A precious stone in a rich ouche. Sir T. Elyot. Your brooches, pearls, and ouches. Shak."
oughne,Own. [Obs.] Chaucer.
ought,"See Aught.  1. Was or were under obligation to pay; owed. [Obs.] This due obedience which they ought to the king. Tyndale. The love and duty I long have ought you. Spelman. [He] said . . . you ought him a thousand pound. Shak. 2. Owned; possessed. [Obs.] The knight the which that castle ought. Spenser. 3. To be bound in duty or by moral obligation. We then that are strong ought to bear the infirmities of the weak. Rom. xv. 1. 4. To be necessary, fit, becoming, or expedient; to behoove; -- in this sense formerly sometimes used impersonally or without a subject expressed. ""Well ought us work."" Chaucer. To speak of this as it ought, would ask a volume. Milton. Ought not Christ to have suffered these things Luke xxiv. 26. Note: Ought is now chiefly employed as an auxiliary verb, expressing fitness, expediency, propriety, moral obligation, or the like, in the action or state indicated by the principal verb. Syn. -- Ought, Should. Both words imply obligation, but ought is the stronger. Should may imply merely an obligation of propriety, expendiency, etc.; ought denotes an obligation of duty."
oughtness,The state of being as a thing ought to be; rightness. [R.] N. W. Taylor.
oughwhere,Anywhere; somewhere. See Owher. [Obs.]
ouistiti,See Wistit.
oul,An awl. [Obs.] Chaucer.  An owl. [Obs.] Chaucer.
oulachan,Same as Eulachon.
ounce,"1. A weight, the sixteenth part of a pound avoirdupois, and containing 437 2. (Troy Weight)  The twelfth part of a troy pound. Note: The troy ounce contains twenty pennyweights, each of twenty- four grains, or, in all, 480 grains, and is the twelfth part of the troy pound. The troy ounce is also a weight in apothecaries' weight. [Troy ounce is sometimes written as one word, troyounce.] 3. Fig.: A small portion; a bit. [Obs.] By ounces hung his locks that he had. Chaucer. Fluid ounce. See under Fluid, n.  A feline quadruped (Felis irbis, or uncia) resembling the leopard in size, and somewhat in color, but it has longer and thicker fur, which forms a short mane on the back. The ounce is pale yellowish gray, with irregular dark spots on the neck and limbs, and dark rings on the body. It inhabits the lofty mountain ranges of Asia. Called also once."
ounded,"Wavy; waving [Obs.] ""Owndie hair."" Chaucer."
ounding,"Waving. [Obs.] Ounding, paling, winding, or bending . . . of cloth. Chaucer."
oundy,"Wavy; waving [Obs.] ""Owndie hair."" Chaucer."
ouphe,"A fairy; a goblin; an elf. [Obs.] ""Like urchins, ouphes, and fairies."" Shak."
ouphen,Elfish. [Obs.]
our,"Of or pertaining to us; belonging to us; as, our country; our rights; our troops; our endeavors. See I. The Lord is our defense. Ps. lxxxix. 18. Note: When the noun is not expressed, ours is used in the same way as hers for her, yours for your, etc.; as, whose house is that It is ours. Our wills are ours, we known not how. Tennyson."
ourang,The orang-outang.
ourang-outang,See Orang-outang.
ouranographist,See Uranographist.
ouranography,See Uranography.
ourebi,"A small, graceful, and swift African antelope, allied to the klipspringer."
ouretic,Uric.
ourology,See Urology.
ouroscopy,Ourology.
ours,See Note under Our.
ourselves,"; sing. Ourself (we; also, alone in the predicate, in the nominative or the objective case. We ourselves might distinctly number in words a great deal further then we usually do. Locke. Safe in ourselves, while on ourselves we stand. Dryden. Note: The form ourself is usec only in the regal or formal style after we or us, denoting a single person. Unless we would denude ourself of all force. Clarendon."
ouse,See Ooze. [Obs.]
ousel,"One of several species of European thrushes, especially the blackbird (Merula merula, or Turdus merula), and the mountain or ring ousel (Turdus torquatus). [Written also ouzel.] Rock ousel (ZoÃ¶l.), the ring ousel. -- Water ousel (ZoÃ¶l.), the European dipper (Cinclus aquaticus), and the American dipper (C. Mexicanus)."
oust,"See Oast.  1. To take away; to remove. Multiplication of actions upon the case were rare, formerly, and thereby wager of law ousted. Sir M. Hale. 2. To eject; to turn out. Blackstone. From mine own earldom foully ousted me. Tennyson."
ouster,"A putting out of possession; dispossession; ejection; disseizin. Ouster of the freehold is effected by abatement, intrusion, disseizin, discontinuance, or deforcement. Blackstone. Ouster le main. Etym: [Ouster + F. la main the hand, L. manus.] (Law) A delivery of lands out of the hands of a guardian, or out of the king's hands, or a judgement given for that purpose. Blackstone."
out,"In its original and strict sense, out means from the interior of something; beyond the limits or boundary of somethings; in a position or relation which is exterior to something; -- opposed to in or into. The something may be expressed after of, from, etc. (see Out of, below); or, if not expressed, it is implied; as, he is out; or, he is out of the house, office, business, etc.; he came out; or, he came out from the ship, meeting, sect, party, etc. Out is used in a variety of applications, as: -- 1. Away; abroad; off; from home, or from a certain, or a usual, place; not in; not in a particular, or a usual, place; as, the proprietor is out, his team was taken out. ""My shoulder blade is out."" Shak. He hath been out (of the country) nine years. Shak. 2. Beyond the limits of concealment, confinement, privacy, constraint, etc., actual of figurative; hence, not in concealment, constraint, etc., in, or into, a state of freedom, openness, disclosure, publicity, etc.; as, the sun shines out; he laughed out, to be out at the elbows; the secret has leaked out, or is out; the disease broke out on his face; the book is out. Leaves are out and perfect in a month. Bacon. She has not been out [in general society] very long. H. James. 3. Beyond the limit of existence, continuance, or supply; to the end; completely; hence, in, or into, a condition of extinction, exhaustion, completion; as, the fuel, or the fire, has burned out. ""Hear me out."" Dryden. Deceitiful men shall not live out half their days. Ps. iv. 23. When the butt is out, we will drink water. Shak. 4. Beyond possession, control, or occupation; hence, in, or into, a state of want, loss, or deprivation; -- used of office, business, property, knowledge, etc.; as, the Democrats went out and the Whigs came in; he put his money out at interest. ""Land that is out at rack rent."" Locke. ""He was out fifty pounds."" Bp. Fell. I have forgot my part, and I am out. Shak. 5. Beyond the bounds of what is true, reasonable, correct, proper, common, etc.; in error or mistake; in a wrong or incorrect position or opinion; in a state of disagreement, opposition, etc.; in an inharmonious relation. ""Lancelot and I are out."" Shak. Wicked men are strangely out in the calculating of their own interest. South. Very seldom out, in these his guesses. Addison. 6. Not in the position to score in playing a game; not in the state or turn of the play for counting or gaining scores. Note: Out is largely used in composition as a prefix, with the same significations that it has as a separate word; as outbound, outbreak, outbuilding, outcome, outdo, outdoor, outfield. See also the first Note under Over, adv. Day in, day out, from the beginning to the limit of each of several days; day by day; every day. -- Out and out. (a) adv. Completely; wholly; openly. (b) adj. Without any reservation or disguise; absolute; as, an out and out villain. [As an adj. written also out-and-out.] -- Out at, Out in, Out on, etc., elliptical phrases, that to which out refers as a source, origin, etc., being omitted; as, out (of the house and) at the barn; out (of the house, road, fields, etc., and) in the woods. Three fishers went sailing out into the west, Out into the west, as the sun went down. C. Kingsley. Note: In these lines after out may be understood, ""of the harbor,"" ""from the shore,"" ""of sight,"" or some similar phrase. The complete construction is seen in the saying: ""Out of the frying pan into the fire."" -- Out from, a construction similar to out of (below). See Of and From. Out of, a phrase which may be considered either as composed of an adverb and a preposition, each having its appropriate office in the sentence, or as a compound preposition. Considered as a preposition, it denotes, with verbs of movement or action, from the interior of; beyond the limit: from; hence, origin, source, motive, departure, separation, loss, etc.; -- opposed to in or into; also with verbs of being, the state of being derived, removed, or separated from. Examples may be found in the phrases below, and also under Vocabulary words; as, out of breath; out of countenance. Out of cess, beyond measure, excessively. Shak. -- Out of character, unbecoming; improper. -- Out of conceit with, not pleased with. See under Conceit. -- Out of date, not timely; unfashionable; antiquated. -- Out of door, Out of doors, beyond the doors; from the house; in, or into, the open air; hence, figuratively, shut out; dismissed. See under Door, also, Out-of-door, Outdoor, Outdoors, in the Vocabulary. ""He 's quality, and the question's out of door,"" Dryden. -- Out of favor, disliked; under displeasure. -- Out of frame, not in correct order or condition; irregular; disarranged. Latimer. -- Out of hand, immediately; without delay or preparation. ""Ananias . . . fell down and died out of hand."" Latimer. -- Out of harm's way, beyond the danger limit; in a safe place. -- Out of joint, not in proper connection or adjustment; unhinged; disordered. ""The time is out of joint."" Shak. -- Out of mind, not in mind; forgotten; also, beyond the limit of memory; as, time out of mind. -- Out of one's head, beyond commanding one's mental powers; in a wandering state mentally; delirious. [Colloq.] -- Out of one's time, beyond one's period of minority or apprenticeship. -- Out of order, not in proper order; disarranged; in confusion. -- Out of place, not in the usual or proper place; hence, not proper or becoming. -- Out of pocket, in a condition of having expended or lost more money than one has received. -- Out of print, not in market, the edition printed being exhausted; -- said of books, pamphlets, etc. -- Out of the question, beyond the limits or range of consideration; impossible to be favorably considered. -- Out of reach, beyond one's reach; inaccessible. -- Out of season, not in a proper season or time; untimely; inopportune. -- Out of sorts, wanting certain things; unsatisfied; unwell; unhappy; cross. See under Sort, n. -- Out of temper, not in good temper; irritated; angry. -- Out of time, not in proper time; too soon, or too late. -- Out of time, not in harmony; discordant; hence, not in an agreeing temper; fretful. -- Out of twist, winding, or wind, not in warped condition; perfectly plain and smooth; -- said of surfaces. -- Out of use, not in use; unfashionable; obsolete. -- Out of the way. (a) On one side; hard to reach or find; secluded. (b) Improper; unusual; wrong. -- Out of the woods, not in a place, or state, of obscurity or doubt; free from difficulty or perils; safe. [Colloq.] -- Out to out, from one extreme limit to another, including the whole length, breadth, or thickness; -- applied to measurements. -- Out West, in or towards, the West; specifically, in some Western State or Territory. [U. S.] -- To come out, To cut out, To fall out, etc. See under Come, Cut, Fall, etc. -- To put out of the way, to kill; to destroy. -- Week in, week out. See Day in, day out (above).  1. One who, or that which, is out; especially, one who is out of office; -- generally in the plural. 2. A place or space outside of something; a nook or corner; an angle projecting outward; an open space; -- chiefly used in the phrase ins and outs; as, the ins and outs of a question. See under In. 3. (Print.)  A word or words omitted by the compositor in setting up copy; an omission. To make an out (Print.), to omit something, in setting or correcting type, which was in the copy.  1. To cause to be out; to eject; to expel. A king outed from his country. Selden. The French have been outed of their holds. Heylin. 2. To come out with; to make known. [Obs.] Chaucer. 3. To give out; to dispose of; to sell. [Obs.] Chaucer.  To come or go out; to get out or away; to become public. ""Truth will out."" Shak.  Expressing impatience, anger, a desire to be rid of; -- with the force of command; go out; begone; away; off. Out, idle words, servants to shallow fools ! Shak. Out upon or on! equivalent to ""shame upon!"" ""away with!"" as, out upon you!"
out-herod,"To surpass (Herod) in violence or wickedness; to exceed in any vicious or offensive particular. ""It out-Herods Herod."" Shak. Out-Heroding the preposterous fashions of the times. Sir W. Scott."
out-of-door,"Being out of the house; being, or done, in the open air; outdoor; as, out-of-door exercise. See Out of door, under Out, adv. Amongst out-of-door delights. G. Eliot."
out-of-the-way,"See under Out, adv."
out-patient,"A patient who is outside a hospital, but receives medical aid from it."
outact,To do or beyond; to exceed in acting. [R.] He has made me heir to treasures Would make me outact a real window's whining. Otway.
outagamies,"See lst Fox, 7."
outargue,To surpass or conquer in argument.
outbabble,To utter foolishly or excessively; to surpass in babbling. [R.] Milton.
outbalance,To outweight; to exceed in weight or effect. Let dull Ajax bear away my right When all his days outbalance this one night. Dryden.
outbar,To bar out. [R.] Spenser.
outbeg,To surpass in begging. [R.]
outbid,"To exceed or surpass in bidding. Prevent the greedy, and outbid the bold. Pope."
outbidder,One who outbids. Johnson.
outbleat,To surpass in bleating.
outblown,Inflated with wind. Dryden.
outblush,To exceed in blushing; to surpass in rosy color. T. Shipman.
outboard,"Beyond or outside of the lines of a vessel's bulwarks or hull; in a direction from the hull or from the keel; -- opposed to inboard; as, outboard rigging; swing the davits outboard."
outborn,Foreign; not native. [R.]
outbound,Outward bound. Dryden.
outbounds,The farthest or exterior bounds; extreme limits; boundaries. Spenser.
outbow,To excel in bowing. Young.
outbowed,"Convex; curved outward. ""The convex or outbowed side of a vessel."" Bp. Hall."
outbrag,"To surpass in bragging; hence, to make appear inferior. Whose bare outbragg'd the web it seemed to wear. Shak."
outbrave,1. To excel in bravery o 2. To excel in magnificence or comeliness. The basest weed outbraves his dignity. Shak.
outbray,1. To exceed in braying. 2. To emit with great noise. [Obs.] Fairfax.
outbrazen,To bear down with a brazen face; to surpass in impudence. T. Brown.
outbreak,"A bursting forth; eruption; insurrection. ""Mobs and outbreaks."" J. H. Newman. The flash and outbreak of a fiery mind. Shak."
outbreaking,1. The act of breaking out. 2. That which bursts forth.
outbreast,"To surpass in singing. See Breast, n., 6. [Obs.]"
outbreathe,"1. To breathe forth. ""Outbreathed life."" Spenser. 2. To cause to be out of breath; to exhaust. Shak.  To issue, as breath; to be breathed out; to exhale. Beau. & Fl."
outbribe,To surpass in bribing.
outbring,To bring or bear out.
outbud,To sprout. [Poetic] Spenser.
outbuild,"To exceed in building, or in durability of building."
outbuilding,"A building separate from, and subordinate to, the main house; an outhouse."
outburn,1. To exceed in burning. 2. To burn entirely; to be consumed. Shak.
outburst,A bursting forth.
outcant,To surpass in canting. Pope.
outcast,"Cast out; degraded. ""Outcast, rejected."" Longfellow.  1. One who is cast out or expelled; an exile; one driven from home, society, or country; hence, often, a degraded person; a vagabond. The Lord . . . gathereth together the outcasts of Israel. Ps. cxlvii. 2. 2. A quarrel; a contention. [Scot.] Jamieson."
outcasting,That which is cast out. [Obs.]
outcept,Except. [Obs.] B. Jonson.
outcheat,To exceed in cheating.
outclimb,To climb bevond; to surpass in climbing. Davenant.
outcome,"That which comes out of, or follows from, something else; issue; result; consequence; upshot. ""The logical outcome."" H. Spenser. All true literature, all genuine poetry, is the direct outcome, the condensed essence, of actual life and thougth. J. C. Shairp."
outcompass,To exceed the compass or limits of. Bacon.
outcourt,An outer or exterior court. The skirts and outcourts of heaven. South.
outcrafty,To exceed in cunning. [R.] Shak.
outcrier,One who cries out or proclaims; a herald or crier.
outcrop,(a) The coming out of a stratum to the surface of the ground. Lyell. (b) That part of inclined strata which appears at the surface; basset.  To come out to the surface of the ground; -- said of strata.
outcry,"1. A vehement or loud cry; a cry of distress, alarm, opposition, or detestation; clamor. 2. Sale at public auction. Massinger. Thackeray."
outdare,To surpass in daring; to overcome by courage; to brave. Shak. R. Browning.
outdated,Being out of date; antiquated. [Obs.] Hammond.
outdazzle,To surpass in dazzing.
outdo,To go beyond in performance; to excel; to surpass. An imposture outdoes the original. L' Estrange. I grieve to be outdone by Gay. Swift.
outdoor,"Being, or done, in the open air; being or done outside of certain buildings, as poorhouses, hospitals, etc.; as, outdoor exercise; outdoor relief; outdoor patients."
outdoors,Abread; out of the house; out of doors.
outdraw,"To draw out; to extract. [R.] ""He must the teeth outdraw."" Gower."
outdream,"To pass, or escape, while dreaming. ""To oultdream dangers."" Beau. & Fl."
outdrink,To exceed in drinking.
outdure,To outlast. [Obs.]
outdwell,"To dwell or stay beyond. [Poetic] ""He outdwells his hour."" Shak."
outdweller,"One who holds land in a parish, but lives elsewhere. [Eng.]"
outer,"Being on the outside; external; farthest or farther from the interior, from a given station, or from any space or position regarded as a center or starting place; -- opposed to inner; as, the outer wall; the outer court or gate; the outer stump in cricket; the outer world. Outer bar, in England, the body of junior (or utter) barristers; -- so called because in court they occupy a place beyond the space reserved for Queen's counsel.  (a) The part of a target which is beyond the circles surrounding the bull's-eye. (b) A shot which strikes the outer of a target.  One who puts out, ousts, or expels; also, an ouster; dispossession. [R.]"
outerly,1. Utterly; entirely. [Obs.] Chaucer. 2. Toward the outside. [R.] Grew.
outermost,"Being on the extreme external part; farthest outward; as, the outermost row. Boyle."
outface,To face or look (one) out of countenance; to resist or bear down by bold looks or effrontery; to brave. Shak. Having outfaced all the world. South.
outfall,"1. The mouth of a river; the lower end of a water course; the open end of a drain, culvert, etc., where the discharge occurs. 2. A quarrel; a falling out. [Prov. Eng.]"
outfangthef,"(a) A thief from without or abroad, taken within a lord's fee or liberty. (b) The privilege of trying such a thief. Burrill."
outfawn,To exceed in fawning.
outfeast,To exceed in feasting.
outfeat,To surpass in feats.
outfield,"1. Arable land which has been or is being exhausted. See Infield, 1. [Scot.] 2. A field beyond, or separated from, the inclosed land about the homestead; an uninclosed or unexplored tract. Also used figuratively. The great outfield of thought or fact. Trench. 3. (Baseball)  The part of the field beyond the diamond, or infield. It is occupied by the fielders. 4. (Cricket)  The part of the field farthest from the batsman."
outfit,"A fitting out, or equipment, as of a ship for a voyage, or of a person for an expedition in an unoccupied region or residence in a foreign land; things required for equipment; the expense of, or allowance made for, equipment, as by the government of the United States to a diplomatic agent going abroad."
outfitter,"One who furnishes outfits for a voyage, a journey, or a business."
outflank,"To go beyond, or be superior to, on the flank; to pass around or turn the flank or flanks of."
outflatter,To exceed in flattering.
outfling,A gibe; a contemptuous remark.
outflow,A flowing out; efflux.  To flow out. Campbell.
outfly,To surpass in flying; to fly beyond or faster than. Shak. Winged with fear outflies the wind. Waller.
outfool,To exceed in folly. [R.] Young.
outfoot,"To outrun or outwalk; hence, of a vessel, to outsail. [Colloq.]"
outform,External appearance. [Obs.]
outfrown,To frown down; to overbear by frowning. Shak.
outgate,An outlet. [Obs.] Spenser.
outgaze,"To gaze beyond; to exceed in sharpness or persistence of seeing or of looking; hence, to stare out of countenance."
outgeneral,To exceed in generalship; to gain advantage over by superior military skill or executive ability; to outmaneuver. Chesterfield.
outgive,To surpass in giving. Dryden.
outgo,"1. To go beyond; to exceed in swiftness; to surpass; to outdo. 2. To circumvent; to overreach. [Obs.] Denham.  That which goes out, or is paid out; outlay; expenditure; -- the opposite of Ant: income. Lowell."
outgoer,One who goes out or departs.
outgoing,"1. The act or the state of going out. The outgoings of the morning and evening. Ps. lxv. 8. 2. That which goes out; outgo; outlay. 3. The extreme limit; the place of ending. [Obs.] The outgoings of the border were at the north bay of the salt sea, at the south end of Jordan. Josh. xviii. 19.  Going out; departing; as, the outgoing administration; an outgoing steamer."
outground,Ground situated at a distance from the house; outlying land.
outgrow,"1. To surpass in growing; to grow more than. Shak. 2. To grow out of or away from; to grow too large, or too aged, for; as, to outgrow clothing; to outgrow usefulness; to outgrow an infirmity."
outgrowth,"That which grows out of, or proceeds from, anything; an excrescence; an offshoot; hence, a result or consequence."
outguard,"A guard or small body of troops at a distance from the main body of an army, to watch for the approach of an enemy; hence, anything for defense placed at a distance from the thing to be defended."
outgush,A pouring out; an outburst. A passionate outgush of emotion. Thackeray.  To gush out; to flow forth.
outhaul,A rope used for hauling out a sail upon a spar; -- opposite of inhaul.
outher,Other. [Obs.] Chaucer.
outhess,Outcry; alarm. [Obs.] Chaucer.
outhire,To hire out. [Obs.] Spenser.
outhouse,A small house or building at a little distance from the main house; an outbuilding.
outing,"1. The act of going out; an airing; an excursion; as, a summer outing. 2. A feast given by an apprentice when he is out of his time. [Prov. Eng.] Halliwell."
outjest,"To surpass in jesting; to drive out, or away, by jesting. [R.] Shak."
outjet,That which jets out or projects from anything. [R.] H. Miller.
outjuggle,To surpass in juggling.
outkeeper,An attachment to a surveyor's compass for keeping tally in chaining.
outknave,To surpass in knavery.
outlabor,To surpass in laboring.
outland,Foreign; outlandish. [Obs.] Strutt.
outlander,A foreigner. Wood.
outlandish,"1. Foreign; not native. Him did outlandish women cause to sin. Neh. xiii. 26. Its barley water and its outlandish wines. G. W. Cable. 2. Hence: Not according with usage; strange; rude; barbarous; uncouth; clownish; as, an outlandish dress, behavior, or speech. Something outlandish, unearthy, or at variance with ordinary fashion. Hawthorne. --Out*land""ish*ly, adv. -- Out*land""ish*ness, n."
outlast,To exceed in duration; to survive; to endure longer than. Milton.
outlaugh,"1. To surpass or outdo in laughing. Dryden. 2. To laugh (one) out of a purpose, principle, etc.; to discourage or discomfit by laughing; to laugh down. [R.] His apprehensions of being outlaughed will force him to continue in a restless obscurity. Franklin."
outlaw,"A person excluded from the benefit of the law, or deprived of its protection. Blackstone.  1. To deprive of the benefit and protection of law; to declare to be an outlaw; to proscribe. Blackstone. 2. To remove from legal jurisdiction or enforcement; as, to outlaw a debt or claim; to deprive of legal force. ""Laws outlawed by necessity."" Fuller."
outlawry,"1. The act of outlawing; the putting a man out of the protection of law, or the process by which a man (as an absconding criminal) is deprived of that protection. 2. The state of being an outlaw."
outlay,To lay out; to spread out; to display. [R.] Drayton.  1. A laying out or expending. 2. That which is expended; expenditure. 3. An outlying haunt. [Obs.] Beau. & Fl.
outleap,To surpass in leaping.  A sally. [R.] Locke.
outlearn,"1. To excel or surpass in learing. 2. To learn out [i. e., completely, utterly]; to exhaust knowledge of. Naught, according to his mind, He could outlearn. Spenser. Men and gods have not outlearned it [love]. Emerson."
outlet,"The place or opening by which anything is let out; a passage out; an exit; a vent. Receiving all, and having no outlet. Fuller.  To let out; to emit. [R.] Daniel."
outlie,To exceed in lying. Bp. Hall.
outlier,"1. One who does not live where his office, or business, or estate, is. Bentley. 2. That which lies, or is, away from the main body. 3. (Geol.)  A part of a rock or stratum lying without, or beyond, the main body, from which it has been separated by denudation."
outlimb,", An extreme member or part of a thing; a limb. [Obs.] Fuller."
