upbind,To bind up. [R.] Collins.
upblow,"To inflate. [Obs.] Spenser.  To blow up; as, the wind upblows from the sea. [Obs.] Spenser."
upbraid,"1. To charge with something wrong or disgraceful; to reproach; to cast something in the teeth of; -- followed by with or for, and formerly of, before the thing imputed. And upbraided them with their unbelief. Mark xvi. 14. Vet do not Upbraid us our distress. Shak. 2. To reprove severely; to rebuke; to chide. Then began he to upbraid the cities wherein most of his mighty works were done. Matt. xi. 20 How much doth thy kindness upbraid my wickedness! Sir P. Sidney. 3. To treat with contempt. [Obs.] Spenser. 4. To object or urge as a matter of reproach; to cast up; -- with to before the person. [Obs.] Bacon. Syn. -- To reproach; blame; censure; condemn.  To utter upbraidings. Pope.  The act of reproaching; contumely. [Obs.] "" Foul upbraid."" Spenser."
upbreak,To break upwards; to force away or passage to the surface.  A breaking upward or bursting forth; an upburst. Mrs. Browning.
upbreathe,To breathe up or out; to exhale. [Obs.] Marston.
upbreed,"To rear, or bring up; to nurse. ""Upbred in a foreign country."" Holinshed."
upbrought,Brought up; educated. [Obs.] Spenser.
upbuoyance,The act of buoying up; uplifting. [R.] Coleridge.
upburst,"The act of bursting upwards; a breaking through to the surface; an upbreak or uprush; as, an upburst of molten matter."
upcast,"Cast up; thrown upward; as, with upcast eyes. Addison.  1. (Bowling)  A cast; a throw. Shak. 2. (Mining.)  The ventilating shaft of a mine out of which the air passes after having circulated through the mine; -- distinguished from the downcast. Called also upcast pit, and upcast shaft. 3. An upset, as from a carriage. [Scot.] 4. A taunt; a reproach. [Scot.] Sir W. Scott.  1. To cast or throw up; to turn upward. [Obs.] Chaucer. 2. To taunt; to reproach; to upbraid. [Scot.]"
upcaught,"Seized or caught up. "" She bears upcaught a mariner away."" Cowper."
upcheer,To cheer up. Spenser.
upclimb,To climb up; to ascend. Upclomb the shadowy pine above the woven copse. Tennyson.
upcoil,"To coil up; to make into a coil, or to be made into a coil."
upcountry,"In an upcountry direction; as, to live upcountry. [Colloq.]  Living or situated remote from the seacoast; as, an upcountry residence. [Colloq.] -- n.  The interior of the country. [Colloq.]"
upcurl,To curl up. [R.] Tennyson.
updive,To spring upward; to rise. [R.] Davies (Microcosmos).
updraw,To draw up. [R.] Milton.
upend,"To end up; to set on end, as a cask."
upeygan,The borele.
upfill,To fill up. [Obs.]
upflow,To flow or stream up. Southey.
upflung,Flung or thrown up.
upgather,To gather up; to contract; to draw together. [Obs.] Himself he close upgathered more and more. Spenser.
upgaze,To gaze upward. Byron.
upgive,To give up or out. [Obs.]
upgrow,To grow up. [R.] Milton.
upgrowth,The process or result of growing up; progress; development. The new and mighty upgrowth of poetry in Italy. J. R. Green.
upgush,A gushing upward. Hawthorne.  To gush upward.
uphaf,imp. of Upheave. Chaucer.
uphand,"Lifted by the hand, or by both hands; as, the uphand sledge. [R.] Moxon."
uphang,To hang up. Spenser.
uphasp,"To hasp or faster up; to close; as, sleep uphasps the eyes. [R.] Stanyhurst."
upheaped,"Piled up; accumulated. God, which shall repay all with upheaped measure. Udall."
upheaval,"The act of upheaving, or the state of being upheaved; esp., an elevation of a portion of the earth's crust. Lubbock."
upheave,To heave or lift up from beneath; to raise. Milton.
upheld,imp. & p. p. of Uphold.
upher,"A fir pole of from four to seven inches diameter, and twenty to forty feet long, sometimes roughly hewn, used for scaffoldings, and sometimes for slight and common roofs, for which use it is split. [Spelt also ufer.] [Eng.] Gwilt."
uphill,"Upwards on, or as on, a hillside; as, to walk uphill.  1. Ascending; going up; as, an uphill road. 2. Attended with labor; difficult; as, uphill work."
uphilt,"To thrust in up to the hilt; as, to uphilt one's sword into an enemy. [R.] Stanyhurst."
uphoard,To hoard up. [Obs.] Shak.
uphold,"1. To hold up; to lift on high; to elevate. The mournful train with groans, and hands upheld. Besought his pity. Dryden. 2. To keep erect; to support; to sustain; to keep from falling; to maintain. Honor shall uphold the humble in spirit. Prov. xxix 3. Faulconbridge, In spite of spite, alone upholds the day. Shak. 3. To aid by approval or encouragement; to countenance; as, to uphold a person in wrongdoing."
upholder,"1. A broker or auctioneer; a tradesman. [Obs.] 2. An undertaker, or provider for funerals. [Obs.] The upholder, rueful harbinger of death. Gay. 3. An upholsterer. [Obs.] 4. One who, or that which, upholds; a supporter; a defender; a sustainer."
upholster,"To furnish (rooms, carriages, bedsteads, chairs, etc.) with hangings, coverings, cushions, etc.; to adorn with furnishings in cloth, velvet, silk, etc.; as, to upholster a couch; to upholster a room with curtains.  1. A broker. [Obs.] Caxton. 2. An upholsterer. [Obs.] Strype."
upholsterer,"One who provides hangings, coverings, cushions, curtains, and the like; one who upholsters. Upholsterer bee. (ZoÃ¶l.) See Poppy bee, under Poppy."
upholstery,The articles or goods supplied by upholsterers; the business or work of an upholsterer.
uphroe,Same as Euphroe.
upkeep,"The act of keeping up, or maintaining; maintenance. ""Horse artillery . . . expensive in the upkeep.""  Scribner's Mag. Small outlays for repairs or upkeep of buildings. A. R. Colquhoun."
upland,"1. High land; ground elevated above the meadows and intervals which lie on the banks of rivers, near the sea, or between hills; land which is generally dry; -- opposed to lowland, meadow, marsh, swamp, interval, and the like. 2. The country, as distinguished from the neighborhood of towns. [Obs.]  1. Of or pertaining to uplands; being on upland; high in situation; as, upland inhabitants; upland pasturage. Sometimes, with secure delight The upland hamlets will invite. Milton. 2. Pertaining to the country, as distinguished from the neighborhood of towns; rustic; rude; unpolished. [Obs.] "" The race of upland giants."" Chapman. Upland moccasin. (ZoÃ¶l.) See Moccasin. -- Upland sandpiper, or Upland plover (ZoÃ¶l.), a large American sandpiper (Bartramia longicauda) much valued as a game bird. Unlike most sandpipers, it frequents fields and uplands. Called also Bartramian sandpiper, Bartram's tattler, field plover, grass plover, highland plover, hillbird, humility, prairie plover, prairie pigeon, prairie snipe, papabote, quaily, and uplander. -- Upland sumach (Bot.), a North American shrub of the genus Rhus (Rhus glabra), used in tanning and dyeing."
uplander,"1. One dwelling in the upland; hence, a countryman; a rustic. [Obs.] 2. (ZoÃ¶l.)  The upland sandpiper. [Local, U. S.]"
uplandish,"Of or pertaining to uplands; dwelling on high lands. [Obs.] Chapman. 2. Rude; rustic; unpolished; uncivilized. [Obs.] His presence made the rudest peasant melt, That in the wild, uplandish country dwelt. Marlowe."
uplay,To hoard. [Obs.] Donne.
uplead,To lead upward. [Obs.]
uplean,To lean or incline upon anything. [Obs.] Spenser.
uplift,"To lift or raise aloft; to raise; to elevate; as, to uplift the arm; to uplift a rock. Cowper. Satan, talking to his nearest mate, With head uplift above the wave, and eyes That sparkling blazed. Milton.  A raising or upheaval of strata so as to disturb their regularity and uniformity, and to occasion folds, dislocations, and the like."
uplock,To lock up. [Obs.] Shak.
uplook,To look or gaze up. [Obs.]
upmost,Highest; topmost; uppermost. Spenser. Dryden.
upokororo,"An edible fresh-water New Zealand fish (Prototroctes oxyrhynchus) of the family HaplochitonidÃ¦. In general appearance and habits, it resembles the northern lake whitefishes and trout. Called also grayling."
upon,"On; -- used in all the senses of that word, with which it is interchangeable. ""Upon an hill of flowers."" Chaucer. Our host upon his stirrups stood anon. Chaucer. Thou shalt take of the blood that is upon the altar. Ex. xxix. 21. The Philistines be upon thee, Samson. Judg. xvi. 9. As I did stand my watch upon the hill. Shak. He made a great difference between people that did rebel upon wantonness, and them that did rebel upon want. Bacon. This advantage we lost upon the invention of firearms. Addison. Upon the whole, it will be necessary to avoid that perpetual repetition of the same epithets which we find in Homer. Pope. He had abandoned the frontiers, retiring upon Glasgow. Sir. W. Scott. Philip swore upon the Evangelists to abstain from aggression in my absence. Landor. Note: Upon conveys a more distinct notion that on carries with it of something that literally or metaphorically bears or supports. It is less employed than it used to be, on having for the most part taken its place. Some expressions formed with it belong only to old style; as, upon pity they were taken away; that is, in consequence of pity: upon the rate of thirty thousand; that is, amounting to the rate: to die upon the hand; that is, by means of the hand: he had a garment upon; that is, upon himself: the time is coming fast upon; that is, upon the present time. By the omission of its object, upon acquires an adverbial sense, as in the last two examples. To assure upon (Law), to promise; to undertake. -- To come upon. See under Come. -- To take upon, to assume."
uppent,A Pent up; confined. [Obs.]
upper,"Being further up, literally or figuratively; higher in place, position, rank, dignity, or the like; superior; as, the upper lip; the upper side of a thing; the upper house of a legislature. The upper hand, the superiority; the advantage. See To have the upper hand, under Hand. Jowett (Thucyd.). -- Upper Bench (Eng. Hist.), the name of the highest court of common law (formerly King's Bench) during the Commonwealth. -- Upper case, the top one of a pair of compositor's cases. See the Note under 1st Case, n., 3. -- Upper covert (ZoÃ¶l.), one of the coverts situated above the bases of the tail quills. -- Upper deck (Naut.), the topmost deck of any vessel; the spar deck. -- Upper leather, the leather for the vamps and quarters of shoes. -- Upper strake (Naut.), the strake next to the deck, usually of hard wood, and heavier than the other strakes. -- Upper ten thousand, or (abbreviated) Upper ten, the ten thousand, more or less, who are highest in position or wealth; the upper class; the aristocracy. [Colloq.] -- Upper topsail (Naut.), the upper half of a double topsail. -- Upper works (Naut.), all those parts of the hull of a vessel that are properly above water. -- Upper world. (a) The atmosphere. (b) Heaven. (c) This world; the earth; -- in distinction from the underworld.  The upper leather for a shoe; a vamp."
uppermost,"Highest in place, position, rank, power, or the like; upmost; supreme. Whatever faction happens to be uppermost. Swift."
uppertendom,"The highest class in society; the upper ten. See Upper ten, under Upper. [Colloq.]"
uppile,"To pile, or heap, up. Southey."
uppish,"Proud; arrogant; assuming; putting on airs of superiority. [Colloq.] T. Brown. -- Up""pish*ly, adv. [Colloq.] -- Up""pish*ness, n. [Colloq.]"
upplight,imp. & p. p. of Uppluck.
uppluck,To pull or pluck up. [Obs.]
uppricked,Upraised; erect; -- said of the ears of an animal. Mason.
upprop,To prop up. Donne.
upraise,To raise; to lift up.
uprear,To raise; to erect. Byron.
upridged,"Raised up in a ridge or ridges; as, a billow upridged. Cowper."
upright,"1. In an erect position or posture; perpendicular; vertical, or nearly vertical; pointing upward; as, an upright tree. With chattering teeth, and bristling hair upright. Dryden. All have their ears upright. Spenser. 2. Morally erect; having rectitude; honest; just; as, a man upright in all his ways. And that man [Job] was perfect and upright. Job i. 1. 3. Conformable to moral rectitude. Conscience rewards upright conduct with pleasure. J. M. Mason. 4. Stretched out face upward; flat on the back. [Obs.] "" He lay upright."" Chaucer. Upright drill (Mach.), a drilling machine having the spindle vertical. Note: This word and its derivatives are usually pronounced in prose with the accent on the first syllable. But they are frequently pronounced with the accent on the second in poetry, and the accent on either syllable is admissible.  Something standing upright, as a piece of timber in a building. See Illust. of Frame."
uprighteously,In an upright or just manner. [Obs.] Shak.
uprightly,In an upright manner.
uprightness,the quality or state of being upright.
uprise,"1. To rise; to get up; to appear from below the horizon. ""Uprose the sun."" Cowley. Uprose the virgin with the morning light. Pope. 2. To have an upward direction or inclination. Uprose the mystic mountain range. Tennyson.  The act of rising; appearance above the horizon; rising. [R.] Did ever raven sing so like a lark, That gives sweet tidings of the sun's uprise Shak."
uprising,"1. Act of rising; also, a steep place; an ascent. ""The steep uprising of the hill."" Shak. 2. An insurrection; a popular revolt. J. P. Peters."
uprist,"Uprising. [Obs.] Chaucer.  imp. of Uprise. Uprose. Chaucer. Nor dim nor red, like God's own head The glorious sun uprist. Coleridge."
uproar,"Great tumult; violent disturbance and noise; noisy confusion; bustle and clamor. But the Jews which believed not, . . . set all the city on an uproar. Acts xvii. 5.  To throw into uproar or confusion. [Obs.] ""Uproar the universal peace."" Shak.  To make an uproar. [R.] Carlyle."
uproarious,"Making, or accompanied by, uproar, or noise and tumult; as, uproarious merriment. -- Up*roar""i*ous*ly, adv. -- Up*roar""i*ous*ness, n."
uproll,To roll up. Milton.
uproot,"To root up; to tear up by the roots, or as if by the roots; to remove utterly; to eradicate; to extirpate. Trees uprooted left their place. Dryden. At his command the uprooted hills retired. Milton."
uprouse,To rouse up; to rouse from sleep; to awake; to arouse. Shak.
uprun,"To run up; to ascend. The young sun That in the Ram is four degrees uprun. Chaucer. [A son] of matchless might, who, like a thriving plant, Upran to manhood. Cowper."
uprush,"To rush upward. Southey.  Act of rushing upward; an upbreak or upburst; as, an uprush of lava. R. A. Proctor."
upsarokas,See Crows.
upseek,"To seek or strain upward. ""Upseeking eyes suffused with . . . tears."" Southey."
upsend,"To send, cast, or throw up. As when some island situate afar . . . Upsends a smoke to heaven. Cowper."
upset,"1. To set up; to put upright. [Obs.] ""With sail on mast upset."" R. of Brunne. 2. (a) To thicken and shorten, as a heated piece of iron, by hammering on the end. (b) To shorten (a tire) in the process of resetting, originally by cutting it and hammering on the ends. 3. To overturn, overthrow, or overset; as, to upset a carriage; to upset an argument. ""Determined somehow to upset the situation."" Mrs. Humphry Ward. 4. To disturb the self-possession of; to disorder the nerves of; to make ill; as, the fright upset her. [Colloq.]  To become upset.  Set up; fixed; determined; -- used chiefly or only in the phrase upset price; that is, the price fixed upon as the minimum for property offered in a public sale, or, in an auction, the price at which property is set up or started by the auctioneer, and the lowest price at which it will be sold. After a solemn pause, Mr. Glossin offered the upset price for the lands and barony of Ellangowan. Sir W. Scott.  The act of upsetting, or the state of being upset; an overturn; as, the wagon had an upset."
upsetting,"Conceited; assuming; as, an upsetting fellow. [Scot.] Jamieson."
upsetting thermometer,"A thermometer by merely inverting which the temperature may be registered. The column of mercury is broken and, as it remains until the instrument is reset, the reading may be made at leisure."
upshoot,"To shoot upward. ""Trees upshooting high."" Spenser."
upshot,Final issue; conclusion; the sum and substance; the end; the result; the consummation. I can not pursue with any safety this sport to the upshot. Shak. We account it frailty that threescore years and ten make the upshot of man's pleasurable existence. De Quincey.
upside,"The upper side; the part that is uppermost. To be upsides with, to be even with. [Prov. Eng. & Scot.] Sir W. Scott. T. Hughes. -- Upside down. Etym: [Perhaps a corruption of OE. up so down, literally, up as down.] With the upper part undermost; hence, in confusion; in complete disorder; topsy-turvy. Shak. These that have turned the world upside down are come hither also. Acts xvii. 6."
upsidown,See Upsodown. [Obs. or Colloq.] Spenser.
upsilon,"The 20th letter (U, u) of the Greek alphabet, a vowel having originally the sound of oo as in room, becoming before the 4th century b. c. that French u or Ger. Ã¼. Its equivalent in English is u or y."
upsitting,"A sitting up of a woman after her confinement, to receive and entertain her friends. [Obs.] To invite your lady's upsitting. Beau. & Fl."
upskip,An upstart. [Obs.] Latimer.
upsnatch,To snatch up. [R.]
upsoar,To soar or mount up. Pope.
upsodown,Upside down. [Obs. or Colloq.] Wyclif. In man's sin is every manner order or ordinance turned upsodown. Chaucer.
upspear,"To grow or shoot up like a spear; as, upspearing grass. [R.] Cowper."
upspring,"To spring up. Tennyson.  1. An upstart. [Obs.] ""The swaggering upspring."" Shak. 2. A spring or leap into the air. [R.] Chapman."
upspurner,A spurner or contemner; a despiser; a scoffer. [Obs.] Joye.
upstairs,"Up the stairs; in or toward an upper story.  Being above stairs; as, an upstairs room."
upstand,"To stand up; to be erected; to rise. Spenser. Milton. At once upstood the monarch, and upstood The wise Ulysses. Cowper."
upstare,"To stare or stand upward; hence, to be uplifted or conspicuous. ""Rearing fiercely their upstaring crests."" Spenser."
upstart,"To start or spring up suddenly. Spenser. Tennyson.  1. One who has risen suddenly, as from low life to wealth, power, or honor; a parvenu. Bacon. 2. (Bot.)  The meadow saffron. Dr. Prior.  Suddenly raised to prominence or consequence. ""A race of upstart creatures."" Milton."
upstay,"To sustain; to support. [Obs.] ""His massy spear upstayed."" Milton."
upsterte,imp. & p. p. of Upstart.
upstir,Insurrection; commotion; disturbance. [Obs.] Sir J. Cheke.
upstream,Toward the higher part of a stream; against the current.
upstreet,"Toward the higher part of a street; as, to walk upstreet. G. W. Gable."
upstroke,"An upward stroke, especially the stroke, or line, made by a writing instrument when moving upward, or from the body of the writer, or a line corresponding to the part of a letter thus made. Some upstroke of an Alpha and Omega. Mrs. Browning."
upsun,"The time during which the sun is up, or above the horizon; the time between sunrise and sunset."
upswarm,"To rise, or cause to rise, in a swarm or swarms. [R.] Shak. Cowper."
upsway,"To sway or swing aloft; as, to upsway a club. [R.] Sir W. Scott."
upswell,To swell or rise up.
upsyturvy,Upside down; topsy-turvy. [Obs.] Robert Greene.
uptails all,1. An old game at cards. [Obs.] 2. Revelers; roysterers. [Obs.] Decker. 3. Revelry; confusion; frolic. [Obs.] Herrick.
uptake,"To take into the hand; to take up; to help. [Obs.] Wyclif. Spenser.  1. The pipe leading upward from the smoke box of a steam boiler to the chimney, or smokestack; a flue leading upward. 2. Understanding; apprehension. [Scot.] Sir W. Scott."
uptear,To tear up. Milton.
upthrow,"To throw up. Drayton.  See Throw, n., 9."
upthunder,To send up a noise like thunder. [R.] Coleridge.
uptie,To tie up. Spenser.
uptill,"To; against. [Obs. & R.] She, poor bird, as all forlorn, Leaned her breast uptill a thorn. Shak."
uptown,"To or in the upper part of a town; as, to go uptown. [Colloq. U. S.]  Situated in, or belonging to, the upper part of a town or city; as, a uptown street, shop, etc.; uptown society. [Colloq. U. S.]"
uptrace,To trace up or out.
uptrain,"To train up; to educate. [Obs.] ""Daughters which were well uptrained."" Spenser."
upturn,"To turn up; to direct upward; to throw up; as, to upturn the ground in plowing. ""A sea of upturned faces."" D. Webster. So scented the grim feature, and upturned His nostril wide into the murky air. Milton."
upupa,A genus of birds which includes the common hoopoe.
upwaft,To waft upward. Cowper.
upward,"1. In a direction from lower to higher; toward a higher place; in a course toward the source or origin; -- opposed to downward; as, to tend or roll upward. I. Watts. Looking inward, we are stricken dumb; looking upward, we speak and prevail. Hooker. 2. In the upper parts; above. Dagon his name, sea monster, upward man, And down ward fish. Milton. 3. Yet more; indefinitely more; above; over. From twenty years old and upward. Num. i. 3. Upward of, or Upwards of, more than; above. I have been your wife in this obedience Upward of twenty years. Shak.  Directed toward a higher place; as, with upward eye; with upward course.  The upper part; the top. [Obs.] From the extremest upward of thy head. Shak."
upwards,"1. In a direction from lower to higher; toward a higher place; in a course toward the source or origin; -- opposed to downward; as, to tend or roll upward. I. Watts. Looking inward, we are stricken dumb; looking upward, we speak and prevail. Hooker. 2. In the upper parts; above. Dagon his name, sea monster, upward man, And down ward fish. Milton. 3. Yet more; indefinitely more; above; over. From twenty years old and upward. Num. i. 3. Upward of, or Upwards of, more than; above. I have been your wife in this obedience Upward of twenty years. Shak."
upwhirl,To rise upward in a whirl; to raise upward with a whirling motion.
upwind,To wind up. Spenser.
upwreath,"To rise with a curling motion; to curl upward, as smoke. Longfellow."
upyat,imp. of Upgive. Chaucer.
ur,The urus.
urachus,A cord or band of fibrous tissue extending from the bladder to the umbilicus.
uraemia,"Accumulation in the blood of the principles of the urine, producing dangerous disease."
uraemic,"Of or pertaining to urÃ¦mia; as, urÃ¦mic convulsions."
uraeum,The posterior half of an animal.
uraeus,"A serpent, or serpent's head and neck, represented on the front of the headdresses of divinities and sovereigns as an emblem of supreme power."
ural,"Pertaining to, or designating, the Urals, a mountain range between Europe and Asia."
ural-altaic,"Of or pertaining to the Urals and the Altai; as the Ural- Altaic, or Turanian, languages."
urali,See Curare.
uralian,Of or relating to the Ural Mountains.
uralic,Of or relating to the Ural Mountains.
uralite,Amphibole resulting from the alternation of pyroxene by paramorphism. It is not uncommon in massive eruptive rocks.
uralitization,The change of pyroxene to amphibole by paramorphism.
uramil,Murexan.
uran-ocher,"(a) A yellow, earthy incrustation, consisting essentially of the oxide of uranium, but more or less impure."
uran-ochre,"(a) A yellow, earthy incrustation, consisting essentially of the oxide of uranium, but more or less impure."
uran-utan,The orang-utang
uranate,A salt of uranic acid.
urania,"1. (Class. Myth.)  One of the nine Muses, daughter of Zeus by Mnemosyne, and patron of astronomy. 2. (ZoÃ¶l.)  A genus of large, brilliantly colored moths native of the West Indies and South America. Their bright colored and tailed hind wings and their diurnal flight cause them to closely resemble butterflies."
uranian,"Of or pertaining to the planet Uranus; as, the Uranian year."
uranic,"1. Of or pertaining to the heavens; celestial; astronomical. On I know not what telluric or uranic principles. Carlyle. 2. (Chem.)  Pertaining to, resembling, or containing uranium; specifically, designating those compounds in which uranium has a valence relatively higher than in uranous compounds."
uranin,"An alkaline salt of fluorescein, obtained as a brownish red substance, which is used as a dye; -- so called from the peculiar yellowish green fluorescence (resembling that of uranium glass) of its solutions. See Fluorescein."
uraninite,"A mineral consisting chiefly of uranium oxide with some lead, thorium, etc., occurring in black octahedrons, also in masses with a pitchlike luster; pitchblende."
uraniscoplasty,The process of forming an artificial palate.
uraniscoraphy,Suture of the palate. See Staphyloraphy.
uraniscorrhaphy,Suture of the palate. See Staphyloraphy.
uranite,"A general term for the uranium phosphates, autunite, or lime uranite, and torbernite, or copper uranite."
uranitic,Of or pertaining to uranium; containing uranium.
uranium,"An element of the chromium group, found in certain rare minerals, as pitchblende, uranite, etc., and reduced as a heavy, hard, nickel-white metal which is quite permanent. Its yellow oxide is used to impart to glass a delicate greenish-yellow tint which is accompanied by a strong fluorescence, and its black oxide is used as a pigment in porcelain painting. Symbol U. Atomic weight 239. Note: Uranium was discovered in the state of an oxide by Klaproth in 1789, and so named in honor of Herschel's discovery of the planet Uranus in 1781."
uranographic,"Of or pertaining to uranography; as, an uranographic treatise."
uranographical,"Of or pertaining to uranography; as, an uranographic treatise."
uranographist,One practiced in uranography.
uranography,"A description or plan of the heavens and the heavenly bodies; the construction of celestial maps, globes, etc.; uranology."
uranolite,A meteorite or aÃ«rolite. [Obs.] Hutton.
uranology,A discourse or treatise on the heavens and the heavenly bodies; the study of the heavens; uranography.
uranometria,A uranometry.
uranometry,"A chart or catalogue of fixed stars, especially of stars visible to the naked eye."
uranoplasty,The plastic operation for closing a fissure in the hard palate.
uranoscopy,Observation of the heavens or heavenly bodies.
uranoso-,"A combining form (also used adjectively) from uranium; -- used in naming certain complex compounds; as in uranoso-uranic oxide, uranoso-uranic sulphate."
uranous,"Pertaining to, or containing, uranium; designating those compounds in which uranium has a lower valence as contrasted with the uranic compounds."
uranus,"1. (Gr. Myth.)  The son or husband of Gaia (Earth), and father of Chronos (Time) and the Titans. 2. (Astron.)  One of the primary planets. It is about 1,800,000,000 miles from the sun, about 36,000 miles in diameter, and its period of revolution round the sun is nearly 84 of our years. Note: This planet has also been called Herschel, from Sir William Herschel, who discovered it in 1781, and who named it Georgium Sidus, in honor of George III., then King of England."
uranyl,"The radical UO2, conveniently regarded as a residue of many uranium compounds."
urao,See Trona.
urare,See Curare.
urari,See Curare.
urate,"A salt of uric acid; as, sodium urate; ammonium urate."
uratic,"Of or containing urates; as, uratic calculi."
urban,"1. Of or belonging to a city or town; as, an urban population. 2. Belonging to, or suiting, those living in a city; cultivated; polite; urbane; as, urban manners. Urban servitude. See Predial servitude, under Servitude."
urbane,Courteous in manners; polite; refined; elegant.
urbaniste,A large and delicious pear or Flemish origin.
urbanity,"1. The quality or state of being urbane; civility or courtesy of manners; politeness; refinement. The marquis did the honors of his house with the urbanity of his country. W. Irving. 2. Polite wit; facetiousness. [Obs.] Dryden. Raillery in the sauce of civil entertainment; and without some such tincture of urbanity, good humor falters. L'Estrange. Syn. -- Politeness; suavity; affability; courtesy."
urbanize,"To render urban, or urbane; to refine; to polish. Howell."
urbicolae,"An extensive family of butterflies, including those known as skippers (HesperiadÃ¦)."
urbicolous,Of or pertaining to a city; urban. [R.]
urcelate,"Shaped like a pitcher or urn; swelling below, and contrasted at the orifice, as a calyx or corolla."
urceolar,Urceolate.
urceolate,"Shaped like a pitcher or urn; swelling below, and contrasted at the orifice, as a calyx or corolla."
urceole,"A vessel for water for washing the hands; also, one to hold wine or water."
urceolus,Any urn-shaped organ of a plant.
urchin,"1. (ZoÃ¶l.)  A hedgehog. 2. (ZoÃ¶l.)  A sea urchin. See Sea urchin. 3. A mischievous elf supposed sometimes to take the form a hedgehog. ""We 'll dress [them] like urchins, ouphes, and fairies."" Shak. 4. A pert or roguish child; -- now commonly used only of a boy. And the urchins that stand with their thievish eyes Forever on watch ran off each with a prize. W. Howitt. You did indeed dissemble, you urchin you; but where's the girl that won't dissemble for an husband Goldsmith. 5. One of a pair in a series of small card cylinders, arranged around a carding drum; -- so called from its fancied resemblance to the hedgehog. Knight. Urchin fish (ZoÃ¶l.), a diodon.  Rough; pricking; piercing. [R.] ""Helping all urchin blasts."" Milton."
urchon,"The urchin, or hedgehog."
urdu,The language more generally called Hindoostanee.
ure,"The urus.  Use; practice; exercise. [Obs.] Fuller. Let us be sure of this, to put the best in ure That lies in us. Chapman.  To use; to exercise; to inure; to accustom by practice. [Obs.] The French soldiers . . . from their youth have been practiced and ured in feats of arms. Sir T. More."
urea,"A very soluble crystalline body which is the chief constituent of the urine in mammals and some other animals. It is also present in small quantity in blood, serous fluids, lymph, the liver, etc. Note: It is the main product of the regressive metamorphosis (katabolism) of proteid matter in the body, and is excreted daily to the amount of about 500 grains by a man of average weight. Chemically it is carbamide, CO(NH2)2, and when heated with strong acids or alkalies is decomposed into carbonic acid and ammonia. It unites with acids to form salts, as nitrate of urea, and it can be made synthetically from ammonium cyanate, with which it is isomeric. Urea ferment, a soluble ferment formed by certain bacteria, which, however, yield the ferment from the body of their cells only after they have been killed by alcohol. It causes urea to take up water and decompose into carbonic acid and ammonia. Many different bacteria possess this property, especially Bacterium ureÃ¦ and Micrococcus ureÃ¦, which are found abundantly in urines undergoing alkaline fermentation."
ureal,"Of or pertaining to urea; containing, or consisting of, urea; as, ureal deposits."
ureameter,"An apparatus for the determination of the amount of urea in urine, in which the nitrogen evolved by the action of certain reagents, on a given volume of urine, is collected and measured, and the urea calculated accordingly."
urechitin,A glucoside extracted from the leaves of a certain plant (Urechitis suberecta) as a bitter white crystalline substance.
urechitoxin,"A poisonous glucoside found accompanying urechitin, and extracted as a bitter white crystalline substance."
uredo,"1. (Bot.)  One of the stages in the life history of certain rusts (Uredinales), regarded at one time as a distinct genus. It is a summer stage preceding the teleutospore, or winter stage. See Uredinales, in the Supplement. 2. (Med.)  Nettle rash. See Urticaria."
uredospore,"The thin-walled summer spore which is produced during the so- called Uredo stage of certain rusts. See (in the Supplement) Uredinales, Heteroecious, etc."
ureide,"Any one of the many complex derivatives of urea; thus, hydantoin, and, in an extended dense, guanidine, caffeine, et., are ureides. [Written also ureid.]"
ureter,"The duct which conveys the urine from the kidney to the bladder or cloaca. There are two ureters, one for each kidney."
ureteritis,Inflammation of the ureter. Dunglison.
urethane,"A white crystalline substance, NH2.CO.OC2H5, produced by the action of ammonia on ethyl carbonate. It is used somewhat in medicine as a hypnotic. By extension, any one of the series of related substances of which urethane proper is the type."
urethra,The canal by which the urine is conducted from the bladder and discharged.
urethral,"Of or pertaining to the urethra. Urethral fever (Med.), fever occurring as a consequence of operations upon the urethra."
urethritis,Inflammation of the urethra.
urethroplasty,"An operation for the repair of an injury or a defect in the walls of the urethra. -- U*re`thro*plas""tic, a."
urethroscope,An instrument for viewing the interior of the urethra.
urethroscopy,Examination of the urethra by means of the urethroscope.
urethrotome,An instrument for cutting a urethral stricture.
urethrotomy,"An incision of the urethra, esp. incision for relief of urethral stricture."
uretic,"Of or pertaining to the urine; diuretic; urinary; as, uretic medicine."
urge,"1. To press; to push; to drive; to impel; to force onward. Through the thick deserts headlong urged his flight. Pope. 2. To press the mind or will of; to ply with motives, arguments, persuasion, or importunity. My brother never Did urge me in his act; I did inquire it. Shak. 3. To provoke; to exasperate. [R.] Urge not my father's anger. Shak. 4. To press hard upon; to follow closely Heir urges heir, like wave impelling wave. Pope. 5. To present in an urgent manner; to press upon attention; to insist upon; as, to urge an argument; to urge the necessity of a case. 6. To treat with forcible means; to take severe or violent measures with; as, to urge an ore with intense heat. Syn. -- To animate; incite; impel; instigate; stimulate; encourage.  1. To press onward or forward. [R.] 2. To be pressing in argument; to insist; to persist."
urgence,Urgency. [Obs.]
urgency,"The quality or condition of being urgent; insistence; pressure; as, the urgency of a demand or an occasion."
